c2,xcoord,ycoord,CVEGEO
menos10,-103.83,20.68,14095
menos10,-97.88,19.01,21164
menos10,-97.50,19.22,21137
menos10,-99.31,19.73,15095
menos10,-98.60,18.10,21198
menos10,-99.05,20.30,13054
menos10,-98.23,17.73,20484
menos10,-102.69,21.47,32002
menos10,-103.21,20.39,14044
menos10,-98.19,18.45,21042
menos10,-103.19,22.63,32043
menos10,-102.30,22.10,1006
menos10,-102.79,23.02,32013
menos10,-100.07,21.15,11034
menos10,-99.24,19.06,17009
menos10,-98.39,18.18,21024
menos10,-97.63,18.95,21115
menos10,-99.60,19.49,15087
menos10,-98.28,18.58,21007
menos10,-96.42,16.83,20475
menos10,-100.13,25.91,19025
menos10,-97.71,18.09,20340
menos10,-97.73,18.86,21154
menos10,-98.02,17.89,20261
menos10,-102.67,22.85,32032
menos10,-99.05,18.87,17029
menos10,-97.51,17.51,20339
menos10,-97.16,17.85,20416
menos10,-97.73,19.25,21128
menos10,-102.23,22.43,32025
menos10,-98.34,19.49,29014
menos10,-97.97,18.89,21153
menos10,-97.64,17.59,20405
menos10,-98.04,18.04,21141
menos10,-101.05,20.36,11018
menos10,-101.22,19.92,16018
menos10,-102.53,20.15,16062
menos10,-100.45,26.00,19047
menos10,-98.08,19.48,29031
menos10,-98.07,18.68,21070
menos10,-97.99,17.68,20520
menos10,-98.88,19.82,15084
menos10,-97.78,18.70,21203
menos10,-99.29,20.18,13067
menos10,-97.31,17.82,20283
menos10,-99.37,18.83,17015
menos10,-102.69,20.28,14047
menos10,-98.38,19.36,29015
menos10,-103.25,21.94,32030
menos10,-98.05,18.96,21040
menos10,-102.48,22.85,32050
menos10,-103.21,20.62,14101
menos10,-98.99,19.71,15081
menos10,-99.04,19.57,15033
menos10,-97.85,18.29,21190
menos10,-98.15,18.05,21066
menos10,-98.78,20.10,13048
menos10,-110.33,29.88,26053
menos10,-102.45,20.04,16023
menos10,-103.34,20.68,14039
menos10,-99.40,20.19,13064
menos10,-100.08,19.80,15064
menos10,-99.51,20.05,15079
menos10,-98.12,17.83,20055
menos10,-97.58,17.69,20540
menos10,-97.11,18.11,20545
menos10,-97.92,18.20,21127
menos10,-100.76,23.66,24048
menos10,-98.06,19.05,21015
menos10,-97.46,17.67,20486
menos10,-98.64,20.03,13022
menos10,-98.75,18.53,17003
menos10,-98.74,19.66,15065
menos10,-98.47,18.14,21056
menos10,-99.34,19.38,15037
menos10,-97.76,19.03,21004
menos10,-98.44,19.44,29012
menos10,-99.41,19.26,15062
menos10,-102.23,22.03,1011
menos10,-98.73,18.38,21073
menos10,-103.14,20.48,14051
menos10,-98.88,20.22,13009
menos10,-98.84,18.45,21160
menos10,-99.18,20.22,13041
menos10,-97.56,16.99,20026
menos10,-98.34,18.77,21121
menos10,-99.00,17.44,12079
menos10,-98.43,18.72,21166
menos10,-103.24,20.15,14107
menos10,-99.43,19.16,15101
menos10,-97.88,17.96,21055
menos10,-102.30,22.36,1004
menos10,-98.92,19.95,13075
menos10,-100.99,20.54,11044
menos10,-97.68,18.77,21205
menos10,-102.77,20.06,16076
menos10,-101.50,20.37,11016
menos10,-100.61,18.35,12050
menos10,-99.83,20.22,15071
menos10,-102.41,20.15,16042
menos10,-100.38,20.22,11010
menos10,-98.60,19.66,13021
menos10,-99.15,19.90,15096
menos10,-96.25,16.44,20316
menos10,-99.23,19.97,13013
menos10,-98.96,18.83,17006
menos10,-100.78,22.19,24009
menos10,-100.53,20.00,11038
menos10,-96.70,16.76,20068
menos10,-96.64,16.51,20015
menos10,-98.32,18.93,21106
menos10,-99.26,19.82,15035
menos10,-97.56,18.02,20373
menos10,-97.47,17.01,20297
menos10,-100.21,25.67,19026
menos10,-98.41,17.57,12065
menos10,-99.39,18.59,17001
menos10,-103.35,20.59,14098
menos10,-98.65,18.65,21168
menos10,-101.15,20.12,11041
menos10,-98.16,18.57,21031
menos10,-99.69,18.85,15040
menos10,-97.75,19.12,21152
menos10,-99.09,19.25,9013
menos10,-99.06,19.35,9007
menos10,-98.72,20.06,13051
menos10,-97.80,18.14,20022
menos10,-103.68,20.75,14009
menos10,-97.69,17.80,20462
menos10,-98.56,19.24,21143
menos10,-97.74,17.52,20105
menos10,-97.58,17.81,20321
menos10,-99.23,19.65,15121
menos10,-97.38,18.32,21124
menos10,-96.67,16.67,20072
menos10,-96.52,17.06,20546
menos10,-96.55,16.57,20203
menos10,-96.83,16.37,20534
menos10,-96.89,16.68,20398
menos10,-98.86,19.99,13082
menos10,-101.04,20.04,16078
menos10,-99.27,18.84,17018
menos10,-98.76,18.69,17010
menos10,-97.82,18.83,21189
menos10,-97.69,17.70,20089
menos10,-96.53,16.64,20328
menos10,-99.08,20.24,13023
menos10,-98.14,18.14,21139
menos10,-97.99,17.59,20081
menos10,-97.55,19.05,21130
menos10,-96.91,17.23,20483
menos10,-101.28,20.00,16036
menos10,-99.25,19.34,9010
menos10,-97.65,17.87,20400
menos10,-97.11,17.52,20304
menos10,-98.51,17.64,12005
menos10,-97.42,18.56,21149
menos10,-97.27,17.00,20329
menos10,-97.64,18.00,20181
menos10,-99.24,18.76,17028
menos10,-96.51,16.77,20112
menos10,-99.27,19.56,15013
menos10,-103.25,20.54,14070
menos10,-95.05,16.21,20248
menos10,-98.80,19.91,13066
menos10,-98.81,18.66,17013
menos10,-98.27,17.87,20186
menos10,-99.64,18.78,15107
menos10,-97.97,17.92,20455
menos10,-96.72,17.10,20067
menos10,-98.43,19.27,21132
menos10,-98.32,17.59,20183
menos10,-98.28,18.23,21059
menos10,-96.41,17.20,20443
menos10,-99.12,19.50,9005
menos10,-98.96,19.55,15011
menos10,-97.42,17.59,20221
menos10,-98.92,19.63,15002
menos10,-97.54,17.89,20151
menos10,-97.45,17.22,20119
menos10,-99.00,19.28,9011
menos10,-97.55,17.24,20050
menos10,-97.14,17.27,20569
menos10,-97.65,17.93,20004
menos10,-98.54,18.69,21185
menos10,-98.54,18.61,21176
menos10,-99.45,18.73,17005
menos10,-100.99,20.16,11036
menos10,-98.87,19.69,15092
menos10,-98.59,19.84,13072
menos10,-97.76,19.33,29008
menos10,-98.72,19.81,15061
menos10,-97.64,17.45,20317
menos10,-96.62,17.09,20553
menos10,-96.77,16.95,20565
menos10,-97.78,17.11,20532
menos10,-99.17,19.54,15104
menos10,-97.27,18.50,21120
menos10,-99.44,19.55,15038
menos10,-98.55,18.01,21011
menos10,-98.89,18.94,17002
menos10,-96.33,16.40,20170
menos10,-97.16,18.15,20109
menos10,-97.50,17.41,20423
menos10,-98.34,19.07,21140
menos10,-101.96,20.25,16060
menos10,-98.96,19.85,13069
menos10,-99.15,19.98,15010
menos10,-97.31,17.58,20121
menos10,-98.68,18.76,21005
menos10,-96.89,16.98,20292
menos10,-96.57,16.70,20162
menos10,-97.77,18.01,21135
menos10,-98.01,17.50,20065
menos10,-101.41,19.58,16048
menos10,-98.19,18.23,21009
menos10,-96.16,16.89,20194
menos10,-97.44,17.43,20536
menos10,-96.56,16.78,20284
menos10,-97.43,17.08,20218
menos10,-99.31,19.32,9004
menos10,-100.37,25.64,19019
menos10,-97.35,17.53,20523
menos10,-98.83,19.72,15075
menos10,-96.90,17.18,20102
menos10,-98.25,17.55,20011
menos10,-99.41,18.69,17021
menos10,-102.59,20.24,16011
menos10,-99.59,19.25,15054
menos10,-98.48,19.11,21026
menos10,-99.15,19.63,15109
menos10,-97.22,16.98,20274
menos10,-89.28,21.31,31083
menos10,-98.42,17.65,20251
menos10,-96.97,17.03,20494
menos10,-98.29,19.02,21119
menos10,-99.02,19.42,15058
menos10,-97.22,18.33,21214
menos10,-99.22,20.05,13010
menos10,-97.26,17.57,20404
menos10,-97.20,17.63,20264
menos10,-99.25,18.68,17035
menos10,-96.45,16.29,20154
menos10,-98.13,17.93,20032
menos10,-98.00,19.15,21163
menos10,-96.46,17.20,20262
menos10,-98.01,17.77,20529
menos10,-98.28,19.35,29024
menos10,-96.45,16.71,20561
menos10,-97.95,18.28,21196
menos10,-98.92,19.00,17027
menos10,-100.27,25.74,19046
menos10,-101.36,20.55,11024
menos10,-98.14,19.16,29025
menos10,-97.11,16.32,20314
menos10,-97.87,17.81,20160
menos10,-99.37,18.69,17014
menos10,-96.68,16.34,20384
menos10,-98.98,18.95,17026
menos10,-97.49,17.14,20252
menos10,-96.81,16.51,20080
menos10,-97.48,17.87,20552
menos10,-98.09,17.69,20164
menos10,-99.17,18.89,17011
menos10,-98.01,17.44,20286
menos10,-97.69,19.15,21096
menos10,-96.99,17.77,20558
menos10,-98.95,19.42,15031
menos10,-99.07,19.73,15059
menos10,-99.15,19.33,9003
menos10,-98.75,18.81,17032
menos10,-97.38,17.73,20129
menos10,-97.03,16.56,20429
menos10,-98.33,19.23,29023
menos10,-98.29,17.76,20199
menos10,-97.52,19.10,21012
menos10,-98.38,18.62,21062
menos10,-98.12,17.63,20230
menos10,-97.72,17.98,20476
menos10,-98.24,19.31,29033
menos10,-97.03,17.69,20311
menos10,-97.52,17.20,20086
menos10,-99.31,18.73,17034
menos10,-96.73,16.40,20351
menos10,-98.50,19.35,21134
menos10,-98.82,19.12,15017
menos10,-97.86,18.77,21079
menos10,-98.22,17.61,20501
menos10,-97.53,17.59,20093
menos10,-96.92,19.72,30187
menos10,-96.80,17.01,20023
menos10,-97.04,16.74,20420
menos10,-96.85,16.92,20388
menos10,-97.44,19.81,21017
menos10,-97.46,16.92,20382
menos10,-97.28,17.35,20144
menos10,-98.08,18.62,21146
menos10,-98.72,18.75,21033
menos10,-98.81,19.02,15068
menos10,-97.30,18.36,21013
menos10,-96.86,16.74,20358
menos10,-97.45,17.75,20287
menos10,-100.41,25.94,19001
menos10,-98.34,18.66,21201
menos10,-98.95,19.28,15122
menos10,-99.20,19.43,9016
menos10,-97.45,17.88,20464
menos10,-98.00,17.84,20352
menos10,-97.39,17.34,20331
menos10,-99.51,19.07,15049
menos10,-97.54,17.75,20547
menos10,-99.15,20.11,13065
menos10,-97.91,19.26,29016
menos10,-97.67,17.52,20346
menos10,-96.91,17.15,20531
menos10,-97.83,17.88,20568
menos10,-97.72,17.15,20379
menos10,-96.81,16.82,20295
menos10,-98.13,19.42,29005
menos10,-98.07,17.82,20245
menos10,-97.33,17.65,20422
menos10,-98.84,19.01,15094
menos10,-97.61,17.40,20239
menos10,-96.75,17.02,20385
menos10,-98.03,19.42,29039
menos10,-98.88,19.41,15029
menos10,-96.38,16.37,20146
menos10,-99.16,19.71,15024
menos10,-99.22,19.79,15023
menos10,-98.39,19.03,21126
menos10,-97.40,17.38,20562
menos10,-96.96,16.59,20155
menos10,-99.23,20.10,13074
menos10,-97.73,17.73,20456
menos10,-97.55,17.33,20370
menos10,-98.10,17.43,20461
menos10,-97.67,17.01,20372
menos10,-96.12,19.12,30028
menos10,-98.26,19.12,21041
menos10,-98.87,19.15,15089
menos10,-98.18,19.40,29043
menos10,-97.40,17.14,20430
menos10,-98.79,18.76,17033
menos10,-98.95,19.36,15070
menos10,-98.29,19.14,21034
menos10,-97.70,17.63,20524
menos10,-98.23,19.51,29011
menos10,-97.50,17.35,20172
menos10,-96.22,17.13,20299
menos10,-97.05,17.72,20436
menos10,-97.39,17.28,20195
menos10,-99.10,19.63,15020
menos10,-98.05,19.32,29052
menos10,-99.09,19.43,9017
menos10,-97.50,17.11,20445
menos10,-99.18,19.49,9002
menos10,-97.36,17.46,20332
menos10,-98.39,18.97,21148
menos10,-99.15,19.43,9015
menos10,-96.54,16.95,20197
menos10,-97.58,17.28,20127
menos10,-96.70,16.94,20115
menos10,-96.79,17.09,20399
menos10,-99.22,20.13,13070
menos10,-99.17,19.76,15091
menos10,-98.16,17.75,20034
menos10,-99.20,18.66,17031
menos10,-97.82,18.96,21118
menos10,-96.59,17.07,20519
menos10,-96.63,16.95,20349
menos10,-96.21,17.22,20114
menos10,-97.53,17.06,20371
menos10,-97.48,17.58,20341
menos10,-96.74,16.43,20289
menos10,-98.63,18.74,21165
menos10,-98.26,19.19,29044
menos10,-96.88,19.72,30106
menos10,-97.57,17.15,20110
menos10,-98.88,19.19,15083
menos10,-96.86,17.06,20092
menos10,-96.49,16.28,20167
menos10,-98.26,19.49,29055
menos10,-96.47,17.01,20356
menos10,-96.80,17.13,20227
menos10,-96.67,17.13,20091
menos10,-97.10,18.86,30118
menos10,-98.16,17.82,20381
menos10,-96.82,17.25,20045
menos10,-96.79,16.62,20069
menos10,-96.73,16.84,20360
menos10,-97.91,18.81,21020
menos10,-97.48,17.81,20047
menos10,-99.12,19.68,15108
menos10,-99.16,19.38,9014
menos10,-97.35,17.61,20521
menos10,-97.55,17.10,20320
menos10,-98.13,19.32,29018
menos10,-98.29,19.23,29032
menos10,-98.06,18.65,21052
menos10,-98.41,19.59,29045
menos10,-96.82,17.05,20310
menos10,-98.13,19.35,29026
menos10,-96.65,16.29,20362
menos10,-97.61,17.34,20408
menos10,-99.55,19.17,15073
menos10,-97.22,17.39,20054
menos10,-98.03,18.74,21131
menos10,-99.51,19.13,15098
menos10,-97.43,17.81,20256
menos10,-96.69,16.88,20243
menos10,-97.77,18.93,21144
menos10,-97.26,17.42,20250
menos10,-97.27,17.52,20224
menos10,-97.83,18.92,21038
menos10,-98.38,19.28,29019
menos10,-99.09,19.40,9006
menos10,-99.57,19.14,15072
menos10,-97.33,17.36,20147
menos10,-97.30,17.48,20096
menos10,-97.31,17.42,20140
menos10,-96.63,16.37,20061
menos10,-98.35,19.12,21090
menos10,-97.57,17.38,20383
menos10,-97.97,17.95,20165
menos10,-99.46,19.21,15019
menos10,-98.34,19.16,21181
menos10,-96.79,16.93,20555
menos10,-99.54,19.27,15076
menos10,-96.73,16.88,20369
menos10,-97.39,17.43,20479
menos10,-96.51,17.28,20191
menos10,-98.88,19.57,15028
menos10,-97.29,17.38,20281
menos10,-97.87,18.89,21151
menos10,-98.45,19.06,21102
menos10,-97.13,18.82,30074
menos10,-98.22,17.57,20376
menos10,-96.54,16.36,20538
menos10,-96.84,19.69,30002
menos10,-97.46,16.88,20444
menos10,-97.52,16.91,20510
menos10,-96.73,16.80,20452
menos10,-96.85,19.74,30096
menos10,-97.31,17.47,20493
menos10,-96.63,17.03,20409
menos10,-98.09,19.35,29009
menos10,-96.98,18.22,20490
menos10,-97.50,17.74,20106
menos10,-98.23,19.25,29029
menos10,-98.93,19.60,15100
menos10,-98.44,19.13,21060
menos10,-97.87,18.81,21171
menos10,-96.60,16.98,20343
menos10,-97.89,18.86,21182
menos10,-96.58,16.95,20380
menos10,-98.86,19.23,15022
menos10,-97.29,17.45,20215
menos10,-98.39,17.66,20099
menos10,-98.02,19.39,29035
menos10,-99.13,19.71,15053
menos10,-98.25,19.34,29036
menos10,-97.40,17.79,20488
menos10,-96.83,17.16,20539
menos10,-96.64,17.00,20078
menos10,-96.82,17.21,20077
menos10,-97.34,17.40,20518
menos10,-98.19,19.28,29048
menos10,-98.35,19.01,21125
menos10,-96.67,16.72,20393
menos10,-99.58,19.21,15055
menos10,-98.19,19.35,29002
menos10,-99.55,19.21,15027
menos10,-96.60,17.03,20145
menos10,-96.69,16.81,20103
menos10,-98.13,17.78,20290
menos10,-98.54,18.55,21021
menos10,-98.10,18.74,21095
menos10,-98.18,19.36,29001
menos10,-96.69,17.02,20107
menos10,-97.50,17.78,20556
menos10,-96.77,16.57,20542
menos10,-96.74,16.60,20268
menos10,-96.85,16.62,20241
menos10,-96.57,17.33,20267
menos10,-96.71,16.71,20049
menos10,-96.77,16.89,20013
menos10,-98.30,19.29,29049
menos10,-96.66,16.75,20132
menos10,-98.22,19.19,29058
menos10,-97.45,19.85,21173
menos10,-97.89,18.91,21097
menos10,-96.69,17.06,20390
menos10,-98.33,19.30,29056
menos10,-99.49,19.16,15006
menos10,-99.06,19.68,15125
menos10,-96.73,16.74,20301
menos10,-96.24,17.25,20120
menos10,-99.50,19.18,15012
menos10,-96.73,16.66,20238
menos10,-98.31,19.17,21136
menos10,-96.79,17.20,20338
menos10,-96.75,16.98,20342
menos10,-98.31,19.25,29057
menos10,-98.26,19.25,29051
menos10,-98.24,19.17,29042
menos10,-96.70,16.75,20315
menos10,-96.61,16.99,20411
menos10,-96.68,17.05,20350
menos10,-98.36,18.66,21133
menos10,-96.86,16.60,20101
menos10,-98.90,19.56,15030
menos10,-96.71,16.97,20403
menos10,-96.68,17.08,20087
menos10,-98.21,19.26,29060
menos10,-98.20,19.21,29059
menos10,-96.67,16.83,20192
menos10,-99.09,19.74,15044
menos10,-98.25,19.23,29053
menos10,-96.73,16.76,20007
menos10,-96.50,17.31,20035
menos10,-98.26,19.22,29054
menos10,-96.83,17.18,20063
menos10,-96.80,17.18,20033
menos10,-96.76,17.10,20157
menos10,-97.82,19.25,21117
menos10,-98.86,19.56,15069
menos10,-96.72,16.99,20174
menos10,-96.26,17.16,20303
menos10,-96.76,16.81,20389
menos10,-96.69,17.05,20375
menos10,-96.43,17.30,20062
